1	1	2	2
1	106	2	2
1	213	2	2
1	318	2	2
1	421	2	2
1	536	2	2
1	628	2	2
1	725	2	2
1	837	2	2
1	948	2	2
1	1039	2	2
1	1126	2	2
1	1242	2	2
1	1318	2	2
1	1409	2	2
1	1502	2	2
1	1593	2	2
1	1709	2	2
1	1808	2	2
1	1895	2	2
1	1988	2	2
1	2060	2	2
1	2160	2	2
1	2250	2	2
1	2351	2	2
1	2441	2	2
1	2538	2	2
1	2642	2	2
1	2753	2	2
1	2862	2	2
1	2967	2	2
1	3061	2	2
1	3159	2	2
1	3267	2	2
1	3380	2	2
1	3491	2	2
1	3581	2	2
1	3686	2	2
1	3783	2	2
1	3888	2	2
1	3998	2	2
1	4104	2	2
1	4188	2	2
1	4279	2	2
1	4379	2	2
1	4481	2	2
1	4581	2	2
1	4673	2	2
1	4775	2	2
1	4891	2	2
1	4976	2	2
1	5064	2	2
1	5163	2	2
1	5268	2	2
1	5377	2	2
1	5466	2	2
1	5569	2	2
1	5666	2	2
1	5775	2	2
1	5878	2	2
1	5977	2	2
1	6080	2	2
1	6184	2	2
1	6294	2	2
1	6394	2	2
1	6507	2	2
1	6600	2	2
1	6708	2	2
1	6805	2	2
1	6914	2	2
1	7027	2	2
1	7144	2	2
1	7240	2	2
1	7324	2	2
1	7414	2	2
1	7528	2	2
1	7624	2	2
1	7734	2	2
1	7831	2	2
1	7928	2	2
1	8042	2	2
1	8160	2	2
1	8255	2	2
1	8387	2	2
1	8492	2	2
1	8583	2	2
1	8685	2	2
1	8786	2	2
1	8874	2	2
1	8989	2	2
1	9092	2	2
1	9201	2	2
1	9304	2	2
1	9406	2	2
1	9513	2	2
1	9611	2	2
1	9706	2	2
1	9792	2	2
1	9881	2	2
1	9980	2	2
1	10080	2	2
1	10170	2	2
1	10266	2	2
1	10352	2	2
1	10458	2	2
1	10579	2	2
1	10683	2	2
1	10775	2	2
1	10869	2	2
1	10986	2	2
1	11100	2	2
1	11198	2	2
1	11292	2	2
1	11400	2	2
1	11502	2	2
1	11612	2	2
1	11710	2	2
1	11810	2	2
1	11900	2	2
1	11973	2	2
1	12092	2	2
1	12196	2	2
1	12285	2	2
1	12384	2	2
1	12490	2	2
1	12581	2	2
1	12684	2	2
1	12794	2	2
1	12893	2	2
1	13009	2	2
1	13106	2	2
1	13227	2	2
1	13338	2	2
1	13440	2	2
1	13524	2	2
1	13639	2	2
1	13733	2	2
1	13834	2	2
1	13949	2	2
1	14051	2	2
1	14153	2	2
1	14266	2	2
1	14358	2	2
1	14470	2	2
1	14573	2	2
1	14669	2	2
1	14767	2	2
1	14872	2	2
1	14980	2	2
1	15090	2	2
1	15190	2	2
1	15291	2	2
1	15385	2	2
1	15473	2	2
1	15561	2	2
1	15675	2	2
1	15774	2	2
1	15867	2	2
1	15979	2	2
1	16085	2	2
1	16187	2	2
1	16279	2	2
1	16372	2	2
1	16462	2	2
1	16561	2	2
1	16660	2	2
1	16752	2	2
1	16859	2	2
1	16959	2	2
1	17049	2	2
1	17165	2	2
1	17258	2	2
1	17352	2	2
1	17456	2	2
1	17552	2	2
1	17644	2	2
1	17765	2	2
1	17861	2	2
1	17963	2	2
1	18062	2	2
1	18155	2	2
1	18240	2	2
1	18343	2	2
1	18441	2	2
1	18544	2	2
1	18640	2	2
1	18747	2	2
1	18851	2	2
1	18976	2	2
1	19068	2	2
1	19164	2	2
1	19266	2	2
1	19362	2	2
1	19453	2	2
1	19555	2	2
1	19637	2	2
1	19740	2	2
1	19825	2	2
1	19912	2	2
1	20026	2	2
1	20114	2	2
1	20231	2	2
1	20346	2	2
1	20441	2	2
1	20548	2	2
1	20647	2	2
1	20731	2	2
1	20826	2	2
1	20924	2	2
1	21034	2	2
1	21118	2	2
1	21221	2	2
1	21320	2	2
1	21449	2	2
1	21560	2	2
1	21660	2	2
1	21771	2	2
1	21853	2	2
1	21933	2	2
1	22041	2	2
1	22155	2	2
1	22256	2	2
1	22349	2	2
1	22461	2	2
1	22558	2	2
1	22660	2	2
1	22775	2	2
1	22871	2	2
1	22975	2	2
1	23069	2	2
1	23162	2	2
1	23247	2	2
1	23342	2	2
1	23455	2	2
1	23559	2	2
1	23649	2	2
1	23771	2	2
1	23860	2	2
1	23951	2	2
1	24048	2	2
1	24158	2	2
1	24278	2	2
1	24376	2	2
1	24471	2	2
1	24575	2	2
1	24677	2	2
1	24775	2	2
1	24875	2	2
1	24970	2	2
1	25074	2	2
1	25181	2	2
1	25268	2	2
1	25368	2	2
1	25457	2	2
1	25563	2	2
1	25675	2	2
1	25766	2	2
1	25857	2	2
1	25967	2	2
1	26065	2	2
1	26178	2	2
1	26289	2	2
1	26372	2	2
1	26464	2	2
1	26552	2	2
1	26652	2	2
1	26766	2	2
1	26875	2	2
1	26993	2	2
1	27097	2	2
1	27206	2	2
1	27310	2	2
1	27396	2	2
1	27499	2	2
1	27605	2	2
1	27713	2	2
1	27825	2	2
1	27919	2	2
1	28014	2	2
1	28119	2	2
1	28214	2	2
1	28315	2	2
1	28429	2	2
1	28518	2	2
1	28630	2	2
1	28748	2	2
1	28856	2	2
1	28948	2	2
1	29037	2	2
1	29135	2	2
1	29232	2	2
1	29323	2	2
1	29419	2	2
1	29532	2	2
1	29632	2	2
1	29738	2	2
1	29840	2	2
1	29935	2	2
1	30032	2	2
1	30131	2	2
1	30224	2	2
1	30320	2	2
1	30421	2	2
1	30526	2	2
1	30611	2	2
1	30707	2	2
1	30796	2	2
1	30905	2	2
1	31008	2	2
1	31096	2	2
1	31195	2	2
1	31304	2	2
1	31404	2	2
1	31503	2	2
1	31589	2	2
1	31698	2	2
1	31807	2	2
1	31912	2	2
1	32023	2	2
1	32117	2	2
1	32204	2	2
1	32321	2	2
1	32432	2	2
1	32510	2	2
1	32585	2	2
1	32684	2	2
1	32784	2	2
1	32889	2	2
1	32991	2	2
1	33100	2	2
1	33193	2	2
1	33289	2	2
1	33388	2	2
1	33498	2	2
1	33610	2	2
1	33712	2	2
1	33822	2	2
1	33900	2	2
1	33993	2	2
1	34104	2	2
1	34206	2	2
1	34299	2	2
1	34423	2	2
1	34516	2	2
1	34622	2	2
1	34736	2	2
1	34835	2	2
1	34940	2	2
1	35033	2	2
1	35131	2	2
1	35242	2	2
1	35348	2	2
1	35444	2	2
1	35559	2	2
1	35670	2	2
1	35772	2	2
1	35867	2	2
1	35972	2	2
1	36069	2	2
1	36164	2	2
1	36258	2	2
1	36344	2	2
1	36438	2	2
1	36556	2	2
1	36676	2	2
1	36769	2	2
1	36869	2	2
1	36982	2	2
1	37081	2	2
1	37171	2	2
1	37277	2	2
1	37382	2	2
1	37486	2	2
1	37579	2	2
1	37695	2	2
1	37814	2	2
1	37897	2	2
1	37999	2	2
1	38105	2	2
1	38195	2	2
1	38301	2	2
1	38405	2	2
1	38504	2	2
1	38592	2	2
1	38701	2	2
1	38809	2	2
1	38914	2	2
1	39021	2	2
1	39114	2	2
1	39216	2	2
1	39322	2	2
1	39425	2	2
1	39541	2	2
1	39656	2	2
1	39757	2	2
1	39869	2	2
1	39972	2	2
1	40088	2	2
1	40169	2	2
1	40283	2	2
1	40383	2	2
1	40490	2	2
1	40580	2	2
1	40686	2	2
1	40774	2	2
1	40878	2	2
1	40988	2	2
1	41099	2	2
1	41210	2	2
1	41331	2	2
1	41437	2	2
1	41536	2	2
1	41626	2	2
1	41728	2	2
1	41832	2	2
1	41943	2	2
1	42041	2	2
1	42143	2	2
1	42249	2	2
1	42344	2	2
1	42447	2	2
1	42544	2	2
1	42639	2	2
1	42738	2	2
1	42836	2	2
1	42954	2	2
1	43051	2	2
1	43147	2	2
1	43249	2	2
1	43350	2	2
1	43455	2	2
1	43552	2	2
1	43638	2	2
1	43722	2	2
1	43821	2	2
1	43906	2	2
1	44006	2	2
1	44119	2	2
1	44229	2	2
1	44327	2	2
1	44429	2	2
1	44522	2	2
1	44610	2	2
1	44698	2	2
1	44788	2	2
1	44883	2	2
1	44976	2	2
1	45082	2	2
1	45184	2	2
1	45312	2	2
1	45405	2	2
1	45506	2	2
1	45611	2	2
1	45713	2	2
1	45814	2	2
1	45892	2	2
1	45996	2	2
1	46090	2	2
1	46178	2	2
1	46293	2	2
1	46396	2	2
1	46510	2	2
1	46612	2	2
1	46705	2	2
1	46820	2	2
1	46921	2	2
1	47020	2	2
1	47131	2	2
1	47238	2	2
1	47331	2	2
1	47436	2	2
1	47537	2	2
1	47644	2	2
1	47774	2	2
1	47879	2	2
1	47976	2	2
1	48087	2	2
1	48164	2	2
1	48261	2	2
1	48382	2	2
1	48495	2	2
1	48594	2	2
1	48698	2	2
1	48785	2	2
1	48889	2	2
1	48984	2	2
1	49086	2	2
1	49169	2	2
1	49260	2	2
1	49349	2	2
1	49446	2	2
1	49535	2	2
1	49613	2	2
1	49721	2	2
1	49823	2	2
1	49933	2	2
1	50026	2	2
1	50142	2	2
1	50246	2	2
1	50347	2	2
1	50447	2	2
1	50541	2	2
1	50641	2	2
1	50743	2	2
1	50845	2	2
1	50940	2	2
1	51025	2	2
1	51124	2	2
1	51236	2	2
1	51343	2	2
1	51439	2	2
1	51535	2	2
1	51642	2	2
1	51721	2	2
1	51823	2	2
1	51910	2	2
1	52007	2	2
1	52104	2	2
1	52214	2	2
1	52307	2	2
1	52403	2	2
1	52488	2	2
1	52577	2	2
1	52689	2	2
1	52796	2	2
1	52900	2	2
1	52997	2	2
1	53099	2	2
1	53202	2	2
1	53300	2	2
1	53408	2	2
1	53502	2	2
1	53592	2	2
1	53696	2	2
1	53790	2	2
1	53899	2	2
1	53984	2	2
1	54067	2	2
1	54167	2	2
1	54260	2	2
1	54357	2	2
1	54456	2	2
1	54572	2	2
1	54675	2	2
1	54778	2	2
1	54873	2	2
1	54971	2	2
1	55067	2	2
1	55158	2	2
1	55256	2	2
1	55367	2	2
1	55481	2	2
