1	1	68	1	56	1	65	1
1	106	54	1	67	1	48	1
1	213	51	1	64	1	64	1
1	318	67	1	67	1	63	1
1	421	55	1	65	1	66	1
1	536	59	1	61	1	48	1
1	628	53	1	54	1	60	1
1	725	82	1	60	1	61	1
1	837	69	1	62	1	58	1
1	948	53	1	57	1	56	1
1	1039	61	1	62	1	41	1
1	1126	68	1	59	1	62	1
1	1242	53	1	49	1	55	1
1	1318	58	1	55	1	60	1
1	1409	53	1	68	1	65	1
1	1502	59	1	63	1	71	1
1	1593	57	1	64	1	64	1
1	1709	67	1	63	1	72	1
1	1808	50	1	45	1	60	1
1	1895	54	1	66	1	60	1
1	1988	65	1	72	1	47	1
1	2060	67	1	64	1	61	1
1	2160	66	1	64	1	66	1
1	2250	71	1	71	1	70	1
1	2351	78	1	57	1	61	1
1	2441	58	1	51	1	58	1
1	2538	67	1	57	1	51	1
1	2642	63	1	54	1	62	1
1	2753	55	1	59	1	79	1
1	2862	53	1	72	1	56	1
1	2967	70	1	46	1	50	1
1	3061	51	1	56	1	67	1
1	3159	63	1	59	1	62	1
1	3267	54	1	61	1	66	1
1	3380	58	1	70	1	52	1
1	3491	50	1	65	1	75	1
1	3581	60	1	64	1	63	1
1	3686	44	1	52	1	71	1
1	3783	78	1	69	1	77	1
1	3888	65	1	63	1	52	1
1	3998	45	1	55	1	67	1
1	4104	52	1	82	1	61	1
1	4188	65	1	65	1	60	1
1	4279	59	1	55	1	64	1
1	4379	48	1	55	1	67	1
1	4481	64	1	59	1	56	1
1	4581	73	1	70	1	55	1
1	4673	67	1	48	1	60	1
1	4775	51	1	60	1	57	1
1	4891	71	1	62	1	60	1
1	4976	59	1	50	1	46	1
1	5064	54	1	52	1	60	1
1	5163	73	1	72	1	45	1
1	5268	57	1	55	1	70	1
1	5377	63	1	67	1	73	1
1	5466	61	1	46	1	48	1
1	5569	51	1	54	1	60	1
1	5666	52	1	67	1	71	1
1	5775	54	1	53	1	63	1
1	5878	55	1	48	1	53	1
1	5977	63	1	56	1	52	1
1	6080	67	1	58	1	71	1
1	6184	81	1	62	1	54	1
1	6294	56	1	63	1	51	1
1	6394	54	1	55	1	58	1
1	6507	60	1	64	1	64	1
1	6600	50	1	62	1	57	1
1	6708	65	1	83	1	61	1
1	6805	56	1	67	1	58	1
1	6914	57	1	53	1	59	1
1	7027	54	1	52	1	68	1
1	7144	67	1	68	1	63	1
1	7240	54	1	59	1	62	1
1	7324	52	1	88	1	64	1
1	7414	67	1	62	1	67	1
1	7528	55	1	60	1	54	1
1	7624	59	1	57	1	71	1
1	7734	56	1	74	1	58	1
1	7831	60	1	54	1	49	1
1	7928	53	1	57	1	70	1
1	8042	54	1	55	1	51	1
1	8160	56	1	43	1	57	1
1	8255	55	1	64	1	66	1
1	8387	63	1	56	1	54	1
1	8492	69	1	66	1	60	1
1	8583	64	1	63	1	72	1
1	8685	55	1	51	1	58	1
1	8786	61	1	63	1	69	1
1	8874	58	1	45	1	62	1
1	8989	61	1	65	1	54	1
1	9092	58	1	59	1	67	1
1	9201	71	1	66	1	57	1
1	9304	73	1	49	1	69	1
1	9406	53	1	74	1	65	1
1	9513	36	1	43	1	66	1
1	9611	64	1	64	1	55	1
1	9706	72	1	51	1	65	1
1	9792	55	1	62	1	73	1
1	9881	63	1	65	1	49	1
1	9980	66	1	83	1	55	1
1	10080	61	1	45	1	56	1
1	10170	63	1	56	1	63	1
1	10266	65	1	64	1	49	1
