1	2718	253	70723	2
1	71008	434	169689	1
1	170321	91	182433	2
1	183815	6	183912	1
1	184378	74	194626	2
1	194781	11	195750	1
1	196113	60	203117	0
2	9710	506	126080	1
2	126272	179	163121	0
2	164792	51	174535	1
2	175109	5	175439	0
2	176261	972	391082	1
2	391457	13	395185	2
2	395928	345	479301	1
2	479516	39	487781	2
2	488579	20	492899	1
2	494193	443	560167	0
2	561052	381	648208	1
2	649183	12	651114	0
2	651861	22	654025	1
2	654112	67	663723	0
2	664174	33	669359	1
2	669610	199	703783	2
2	703874	278	764625	1
2	765124	158	801218	2
2	803202	3	804364	1
3	11436	141	41847	0
3	42410	95	61894	1
3	62032	1	62032	2
3	62415	1	62415	1
3	63228	1	63228	2
3	63379	5	64232	1
3	64511	12	65571	2
3	65589	12	67455	1
3	67554	20	71868	2
3	72214	126	99256	1
3	99291	1	99291	0
3	99380	3	99403	1
3	99709	383	198029	0
3	201147	39	207341	1
3	208480	4	208723	0
3	209464	95	229363	1
3	230134	4	230560	2
3	230636	192	256257	1
3	256779	27	263014	2
3	263835	269	303533	1
4	2406	2	2587	1
4	18422	117	36103	0
4	36578	327	97444	1
4	97564	41	105247	0
4	105623	7	105958	1
4	107438	6	108281	2
4	108371	36	116963	1
4	117306	61	134836	0
4	135397	44	144468	1
4	144733	17	148667	2
4	149839	619	296244	1
4	296284	2	296339	2
4	297889	884	525820	1
4	538613	94	554904	0
4	555362	18	560433	1
4	561239	147	591069	2
4	591909	108	615798	1
4	616141	1	616141	2
4	616510	348	699204	1
4	699549	1	699549	0
4	700023	476	834720	1
4	835164	2	835444	2
4	836051	108	858176	1
4	859506	7	860779	2
4	860927	60	893137	1
4	893888	2	894075	2
4	894696	153	930077	1
4	930421	112	955140	2
4	955230	715	1138235	1
4	1139804	324	1222653	0
4	1223418	226	1269015	1
4	1269345	6	1270457	0
4	1271410	190	1317846	1
4	1317904	1	1317904	2
4	1317986	1	1317986	1
4	1318331	22	1321143	2
4	1321506	11	1325344	1
4	1325953	391	1420566	0
4	1420714	4	1421023	1
4	1421140	14	1422450	0
4	1422480	10	1423089	1
4	1423374	569	1523009	0
5	7343	321	64724	1
5	65008	1	65008	0
5	65284	2	65944	1
5	65985	1	65985	0
5	66291	8	67571	1
5	67809	449	169796	0
5	170316	5	171603	1
5	171768	16	174469	0
5	175389	3	175434	1
5	175575	128	208758	0
5	209333	402	305933	1
5	305978	120	328773	2
5	329109	8	332410	1
5	333311	9	334460	2
5	334747	7	335461	1
5	335687	1	335687	2
5	336936	44	347565	0
5	347710	128	376496	1
5	376801	90	399993	2
5	401320	52	414096	1
5	414734	26	422789	0
5	423037	109	452483	1
5	454403	92	475295	0
5	475583	129	504773	1
5	504934	55	517944	2
5	518446	13	521557	1
5	521706	4	521881	2
5	522010	1	522010	1
5	522319	8	523179	2
5	524223	24	535145	1
5	535565	242	566643	2
6	14830	161	29993	0
6	30312	114	43988	1
6	44668	244	84768	2
6	85075	266	130480	1
6	131237	525	242028	2
6	242330	81	255645	1
6	256178	125	267016	0
7	1073	68	5209	0
7	8794	321	80096	2
7	80339	3	81196	1
7	81825	65	96767	0
7	96932	83	116412	1
7	116772	139	149673	0
7	150894	940	360106	1
7	360211	245	416298	0
7	417265	3	417322	1
7	417821	143	454212	0
7	454910	593	595357	1
7	595834	65	609760	2
7	609903	2	609958	1
7	610218	155	640849	2
7	641544	844	845287	1
7	845738	289	902661	2
7	903117	23	906305	1
7	906494	222	959852	2
7	959960	59	968395	1
7	968708	43	978531	0
7	982087	138	1010005	1
7	1010365	28	1017034	0
7	1017661	202	1076590	1
8	12938	55	21094	2
8	21580	35	26678	1
8	27293	52	31980	2
8	32089	144	50281	1
8	50660	105	70138	2
8	70273	141	115734	1
8	117141	1	117141	0
8	117412	47	126142	1
8	126701	63	141692	2
8	143214	205	177619	1
8	177778	178	211004	0
8	216311	97	237546	1
8	237624	45	247659	0
8	247777	20	252416	1
8	252779	320	329127	2
8	329277	780	483472	1
8	483502	38	490193	2
8	491037	73	503623	1
8	505764	41	513837	0
8	514453	141	525230	1
9	26336	206	62207	2
9	63470	165	95674	1
