1	2718	166	51599	2
1	51951	37	59145	1
1	59859	105	81841	2
1	82244	2	82323	0
1	83452	43	94235	2
1	94414	69	112184	1
1	112433	234	156676	0
1	157099	154	185896	1
1	186330	1	186330	0
1	186479	31	191866	1
1	192469	5	193329	2
1	193737	82	203117	1
2	9710	80	27850	1
2	28614	424	125022	0
2	125762	23	129943	1
2	131783	71	146288	2
2	146891	3	147143	1
2	147245	541	287110	2
2	287997	195	324467	0
2	324761	700	466560	1
2	467066	2	467353	0
2	468402	21	475397	1
2	475985	42	485863	0
2	486416	18	489897	1
2	491265	10	492899	2
2	494193	5	495468	0
2	495615	376	545735	1
2	546124	89	565643	0
2	565711	7	566061	1
2	566265	272	627887	0
2	628090	5	628424	1
2	629581	390	701642	0
2	701800	2	702051	2
2	702500	213	749591	0
2	751213	123	773889	2
2	774586	39	782243	0
2	783388	75	804364	2
3	11436	141	41847	0
3	42410	2	42419	1
3	43844	15	47940	0
3	48382	5	49313	1
3	49400	1	49400	0
3	49571	274	105510	1
3	106134	154	135488	0
3	135665	62	154117	1
3	154845	7	156275	0
3	156666	1	156666	1
3	157171	1	157171	0
3	157879	137	197401	1
3	198029	1	198029	0
3	201147	110	222497	1
3	223120	9	224693	2
3	224899	11	226156	0
3	226915	69	240280	1
3	241039	110	251444	0
3	251945	4	252441	2
3	252911	317	303533	0
4	2406	249	63666	2
4	64216	245	105958	0
4	107438	84	131276	1
4	131453	68	145710	2
4	146159	45	156500	1
4	157205	280	227306	0
4	228076	3	229191	2
4	229538	332	303260	0
4	303504	29	308786	2
4	309560	262	368708	0
4	369247	1189	683639	2
4	683812	30	688819	1
4	689207	11	690968	0
4	691222	50	698575	1
4	698788	524	844304	0
4	845227	5	846867	1
4	847566	4	848397	0
4	850922	65	861727	1
4	862622	1	862622	2
4	862992	57	893137	1
4	893888	14	895890	2
4	896117	337	980605	1
4	981110	11	994347	0
4	995831	127	1018675	1
4	1018697	1	1018697	0
4	1018736	14	1019794	1
4	1019958	12	1024632	0
4	1030368	176	1066006	1
4	1066368	846	1270457	0
4	1271410	224	1324832	1
4	1325344	1	1325344	2
4	1325953	10	1327348	1
4	1328526	2	1328637	2
4	1329379	23	1334484	1
4	1334925	297	1409336	0
4	1409615	7	1410669	1
4	1411151	14	1412132	0
